All event log messages.
Date:	2021-03-04 23:55:55
System Name:	14000-502153
Controller Name:	YUMI-502153
Controller ID :	14000-502153

RobotWare: 6.11.01.00
Key:	 - 
Options:	
	Contact L
	UDPUC Driver
	Leadthrough
	YuMi AbsAcc Recovery
	English
	603-1 Absolute Accuracy
	988-1 RW Add-In Prepared
	613-1 Collision Detection
	709-1 DeviceNet Master/Slave
	841-1 EtherNet/IP Scanner/Adapter
	689-1 Externally Guided Motion (EGM)
	617-1 FlexPendant Interface
	614-1 FTP SFTP and NFS client
	1341-1/1520-1 Integrated Vision Interface
	604-1 MultiMove Coordinated
	623-1 Multitasking
	612-1 Path Offset
	611-1 Path Recovery
	616-1 PC Interface
	688-1 RobotStudio App Connect
	885-1 SoftMove
	608-1 World Zones
	RobotWare Base

DriveModule1
Key:	 - 
Options:	
	Hall Sensor Calibration
	Pendelum Calibration
	Motor Commutation
	Service Info System
	Drive System IRB 14000
	IRB 14000-0.5/0.5
	IRB 14000-0.5/0.5 Type A
	IRB 14000-0.5/0.5 Type A

Additional Options

SmartGripper
Key:	 - 
Options:	
	SmartGripper

YuMiLib
Key:	 - 
Options:	
	YuMiLib

Common log messages
SeqNo     	Type	Category            	Code    	Title                                   	Date                	Description	Arguments
414       	I   	Operational         	10133   	Program stopped                         	2021-03-04 23:50:01 	The task T_ROB_L has stopped. The reason is that the task is ready with the execution of the UNDO handlers.	{args: "2", "T_ROB_L"}
415       	I   	Operational         	10002   	Program pointer has been reset          	2021-03-04 23:50:01 	The program pointer of task T_ROB_L has been reset.	{args: "2", "0", "T_ROB_L"}
416       	I   	Operational         	10133   	Program stopped                         	2021-03-04 23:50:01 	The task T_ROB_R has stopped. The reason is that the task is ready with the execution of the UNDO handlers.	{args: "1", "T_ROB_R"}
417       	I   	Operational         	10002   	Program pointer has been reset          	2021-03-04 23:50:01 	The program pointer of task T_ROB_R has been reset.	{args: "1", "0", "T_ROB_R"}

System log messages
SeqNo     	Type	Category            	Code    	Title                                   	Date                	Description	Arguments
60        	I   	System              	20641   	New camera detected                     	2021-03-04 20:44:14 	A new camera with mac address 00:d0:24:64:fc:fa has been detected.	{args: "00:d0:24:64:fc:fa", "192.168.125.203"}
90        	I   	System              	20639   	Camera connection up                    	2021-03-04 20:47:49 	The robot controller communicates correctly with the camera HandCameraR with IP address 192.168.125.203.	{args: "HandCameraR", "192.168.125.203"}
369       	W   	System              	20142   	Start rejected                          	2021-03-04 21:05:26 	Start/restart of program, via System IO, was rejected.	{args: "-1"}
373       	W   	System              	20142   	Start rejected                          	2021-03-04 21:05:27 	Start/restart of program, via System IO, was rejected.	{args: "-508"}

Program log messages
SeqNo     	Type	Category            	Code    	Title                                   	Date                	Description	Arguments
120       	E   	Program             	40229   	Execution error                         	2021-03-04 20:49:13 	Task T_ROB_L: Unhandled error.	{args: "T_ROB_L", "55"}
146       	E   	Program             	40229   	Execution error                         	2021-03-04 20:49:29 	Task T_ROB_L: Unhandled error.	{args: "T_ROB_L", "55"}
160       	W   	Program             	41776   	No more data available                  	2021-03-04 20:50:13 	Task: T_ROB_R.No more data available for camera HandCameraR.Program ref: /YuMiLibStartApp/StartYuMiLibProc/StartYuMiLibProc/0.	{args: "T_ROB_R", "HandCameraR", "/YuMiLibStartApp/StartYuMiLibProc/StartYuMiLibProc/0", "SceneId", "ERR_CAM_NO_MORE_DATA"}
161       	W   	Program             	41776   	No more data available                  	2021-03-04 20:50:22 	Task: T_ROB_R.No more data available for camera HandCameraR.Program ref: /YuMiLibStartApp/StartYuMiLibProc/StartYuMiLibProc/0.	{args: "T_ROB_R", "HandCameraR", "/YuMiLibStartApp/StartYuMiLibProc/StartYuMiLibProc/0", "SceneId", "ERR_CAM_NO_MORE_DATA"}
185       	E   	Program             	40229   	Execution error                         	2021-03-04 20:54:44 	Task T_ROB_L: Unhandled error.	{args: "T_ROB_L", "55"}
318       	W   	Program             	40357   	Missing Error Handler                   	2021-03-04 21:04:23 	There is no error handler that deals with the process error for task T_ROB_L.	{args: "T_ROB_L"}
355       	W   	Program             	40625   	Limit Error                             	2021-03-04 21:05:25 	Task: T_ROB_L.The robot is outside its limits.Program ref: /YuMiLibStartApp/StartYuMiLibProc/StartYuMiLibProc/0.	{args: "T_ROB_L", "/YuMiLibStartApp/StartYuMiLibProc/StartYuMiLibProc/0", "ERR_ROBLIMIT"}
400       	W   	Program             	41776   	No more data available                  	2021-03-04 22:02:40 	Task: T_ROB_R.No more data available for camera HandCameraR.Program ref: /YuMiLibStartApp/StartYuMiLibProc/StartYuMiLibProc/0.	{args: "T_ROB_R", "HandCameraR", "/YuMiLibStartApp/StartYuMiLibProc/StartYuMiLibProc/0", "SceneId", "ERR_CAM_NO_MORE_DATA"}
401       	W   	Program             	41776   	No more data available                  	2021-03-04 22:02:49 	Task: T_ROB_R.No more data available for camera HandCameraR.Program ref: /YuMiLibStartApp/StartYuMiLibProc/StartYuMiLibProc/0.	{args: "T_ROB_R", "HandCameraR", "/YuMiLibStartApp/StartYuMiLibProc/StartYuMiLibProc/0", "SceneId", "ERR_CAM_NO_MORE_DATA"}

Motion log messages
SeqNo     	Type	Category            	Code    	Title                                   	Date                	Description	Arguments
5         	E   	Motion              	50472   	Absolute accuracy data missing          	2021-03-04 20:41:24 	Absolute accuracy is activated but no data exists for robot ROB_R.	{args: "ROB_R"}
6         	E   	Motion              	50472   	Absolute accuracy data missing          	2021-03-04 20:41:24 	Absolute accuracy is activated but no data exists for robot ROB_L.	{args: "ROB_L"}
7         	W   	Motion              	50298   	Memory updated in controller            	2021-03-04 20:41:58 	Data for mechanical unit ROB_R is moved from robot to controller memory.	{args: "ROB_R"}
8         	W   	Motion              	50298   	Memory updated in controller            	2021-03-04 20:41:59 	Data for mechanical unit ROB_L is moved from robot to controller memory.	{args: "ROB_L"}
133       	W   	Motion              	50501   	Short movements                         	2021-03-04 20:49:22 	One or more consecutive move instructions resulted in movements close to zero length.Task: T_ROB_R.Program ref. /YuMiLibStartApp/StartYuMiLibProc/StartYuMiLibProc/0.	{args: "T_ROB_R", "/YuMiLibStartApp/StartYuMiLibProc/StartYuMiLibProc/0"}
144       	W   	Motion              	50501   	Short movements                         	2021-03-04 20:49:28 	One or more consecutive move instructions resulted in movements close to zero length.Task: T_ROB_L.Program ref. /YuMiLibStartApp/StartYuMiLibProc/StartYuMiLibProc/0.	{args: "T_ROB_L", "/YuMiLibStartApp/StartYuMiLibProc/StartYuMiLibProc/0"}
159       	W   	Motion              	50501   	Short movements                         	2021-03-04 20:50:08 	One or more consecutive move instructions resulted in movements close to zero length.Task: T_ROB_R.Program ref. /YuMiLibStartApp/StartYuMiLibProc/StartYuMiLibProc/0.	{args: "T_ROB_R", "/YuMiLibStartApp/StartYuMiLibProc/StartYuMiLibProc/0"}
198       	W   	Motion              	50501   	Short movements                         	2021-03-04 20:54:57 	One or more consecutive move instructions resulted in movements close to zero length.Task: T_ROB_R.Program ref. /YuMiLibStartApp/StartYuMiLibProc/StartYuMiLibProc/0.	{args: "T_ROB_R", "/YuMiLibStartApp/StartYuMiLibProc/StartYuMiLibProc/0"}
229       	W   	Motion              	50501   	Short movements                         	2021-03-04 20:57:41 	One or more consecutive move instructions resulted in movements close to zero length.Task: T_ROB_R.Program ref. /YuMiLibStartApp/StartYuMiLibProc/StartYuMiLibProc/0.	{args: "T_ROB_R", "/YuMiLibStartApp/StartYuMiLibProc/StartYuMiLibProc/0"}
274       	W   	Motion              	50204   	Motion supervision                      	2021-03-04 21:02:43 	Motion supervision triggered for axis 2 on mechanical unit ROB_L.	{args: "2", "ROB_L"}
276       	W   	Motion              	50464   	A collision has occurred                	2021-03-04 21:02:54 	Task: T_ROB_L.A collision has occurred. This can be handled in a RAPID error handler. If it is not handled, the RAPID execution will stop./YuMiLibStartApp/StartYuMiLibProc/StartY.	{args: "T_ROB_L", "/YuMiLibStartApp/StartYuMiLibProc/StartY", "ERR_COLL_STOP"}
278       	W   	Motion              	50204   	Motion supervision                      	2021-03-04 21:02:54 	Motion supervision triggered for axis 2 on mechanical unit ROB_L.	{args: "2", "ROB_L"}
280       	W   	Motion              	50464   	A collision has occurred                	2021-03-04 21:03:06 	Task: T_ROB_L.A collision has occurred. This can be handled in a RAPID error handler. If it is not handled, the RAPID execution will stop./YuMiLibStartApp/StartYuMiLibProc/StartY.	{args: "T_ROB_L", "/YuMiLibStartApp/StartYuMiLibProc/StartY", "ERR_COLL_STOP"}
316       	W   	Motion              	50204   	Motion supervision                      	2021-03-04 21:04:22 	Motion supervision triggered for axis 5 on mechanical unit ROB_L.	{args: "5", "ROB_L"}
319       	W   	Motion              	50464   	A collision has occurred                	2021-03-04 21:04:23 	Task: T_ROB_L.A collision has occurred. This can be handled in a RAPID error handler. If it is not handled, the RAPID execution will stop./YuMiLibStartApp/StartYuMiLibProc/StartY.	{args: "T_ROB_L", "/YuMiLibStartApp/StartYuMiLibProc/StartY", "ERR_COLL_STOP"}
323       	W   	Motion              	50204   	Motion supervision                      	2021-03-04 21:04:25 	Motion supervision triggered for axis 7 on mechanical unit ROB_L.	{args: "7", "ROB_L"}
356       	E   	Motion              	50145   	Kinematic limitation                    	2021-03-04 21:05:25 	Kinematic limitation for robot ROB_L, no solution found. - Long segment.- Position close to singularity.- Joint 1, 2 or 3 out of range.- Position outside reach.	{args: "ROB_L"}
399       	W   	Motion              	50501   	Short movements                         	2021-03-04 22:02:35 	One or more consecutive move instructions resulted in movements close to zero length.Task: T_ROB_R.Program ref. /YuMiLibStartApp/StartYuMiLibProc/StartYuMiLibProc/0.	{args: "T_ROB_R", "/YuMiLibStartApp/StartYuMiLibProc/StartYuMiLibProc/0"}

IO & Communication log messages
SeqNo     	Type	Category            	Code    	Title                                   	Date                	Description	Arguments
57        	E   	IO & Communication  	71367   	No communication with I/O device        	2021-03-04 20:43:38 	During start-up, no communication was established with I/O device Hand_R with address 192.168.125.30 on the network EtherNetIP.	{args: "Hand_R", "192.168.125.30", "EtherNetIP"}
58        	I   	IO & Communication  	71276   	Communication established with I/O device	2021-03-04 20:43:59 	Communication established with I/O device Hand_R with address 192.168.125.30 on network EtherNetIP.	{args: "Hand_R", "192.168.125.30", "EtherNetIP"}
64        	E   	IO & Communication  	71367   	No communication with I/O device        	2021-03-04 20:44:24 	During start-up, no communication was established with I/O device Hand_L with address 192.168.125.40 on the network EtherNetIP.	{args: "Hand_L", "192.168.125.40", "EtherNetIP"}
65        	I   	IO & Communication  	71276   	Communication established with I/O device	2021-03-04 20:44:45 	Communication established with I/O device Hand_L with address 192.168.125.40 on network EtherNetIP.	{args: "Hand_L", "192.168.125.40", "EtherNetIP"}

User log messages
SeqNo     	Type	Category            	Code    	Title                                   	Date                	Description	Arguments
54        	I   	User                	80003   	YuMiLib: Restart counter                	2021-03-04 20:43:36 	The restart counter is set to: 2	{args: "YuMiLib: Restart counter ", "The restart counter is set to: 2"}
55        	I   	User                	80003   	YuMiLib: Running AutoConfigure of hands 	2021-03-04 20:43:36 	Configuring hand names, ip addresses and hostnames.When finished the robot will restart.	{args: "YuMiLib: Running AutoConfigure of hands", "Configuring hand names, ip addresses and hostnames.", "When finished the robot will restart."}
59        	I   	User                	80003   	YuMiLib: Right hand found               	2021-03-04 20:43:59 	Right hand found on Right arm	{args: "YuMiLib: Right hand found", "Right hand found on Right arm"}
61        	I   	User                	80003   	YuMiLib: Camera found with MAC and IP   	2021-03-04 20:44:14 	Found MAC address: 00:d0:24:64:fc:faFound IP address: 192.168.125.203	{args: "YuMiLib: Camera found with MAC and IP ", "Found MAC address: 00:d0:24:64:fc:fa", "Found IP address: 192.168.125.203"}
62        	I   	User                	80003   	YuMiLib: SetCameraName                  	2021-03-04 20:44:14 	Right camera name changed to HandCameraR	{args: "YuMiLib: SetCameraName", "Right camera name changed to HandCameraR"}
63        	I   	User                	80003   	YuMiLib: SetCameraHostName              	2021-03-04 20:44:22 	Right camera hostname changed to HandCameraR	{args: "YuMiLib: SetCameraHostName", "Right camera hostname changed to HandCameraR"}
66        	I   	User                	80003   	YuMiLib: Left hand found                	2021-03-04 20:44:45 	Left hand found on Left arm	{args: "YuMiLib: Left hand found", "Left hand found on Left arm"}
67        	I   	User                	80003   	YuMiLib: A Camera has been configured   	2021-03-04 20:45:45 	Restarting controller for CFG to take effect	{args: "YuMiLib: A Camera has been configured ", "Restarting controller for CFG to take effect"}
86        	I   	User                	80003   	YuMiLib: Restart counter                	2021-03-04 20:47:09 	The restart counter is set to: 3	{args: "YuMiLib: Restart counter ", "The restart counter is set to: 3"}
87        	I   	User                	80003   	YuMiLib configured                      	2021-03-04 20:47:09 	YuMiLib has been configured and can now be fully used	{args: "YuMiLib configured", "YuMiLib has been configured and can now be fully used"}
89        	I   	User                	80003   	YuMiLib: Start BG                       	2021-03-04 20:47:25 	Backgroundtask for task T_ROB_L is started	{args: "YuMiLib: Start BG", "Backgroundtask for task T_ROB_L is started"}
91        	I   	User                	80003   	YuMiLib: Start BG                       	2021-03-04 20:47:51 	Backgroundtask for task T_ROB_R is started	{args: "YuMiLib: Start BG", "Backgroundtask for task T_ROB_R is started"}
103       	E   	User                	80001   	Test license function YuMiLib: Remaining days = 30!	2021-03-04 20:48:05 	Please contact:ABB Automation GmbH61169 Friedberg (Germany)+49 6031 85-0	{args: "Test license function YuMiLib: Remaining days = 30!", "Please contact:", "ABB Automation GmbH", "61169 Friedberg (Germany)", "+49 6031 85-0"}
104       	E   	User                	80001   	Test license function YuMiLib: Remaining days = 30!	2021-03-04 20:48:05 	Please contact:ABB Automation GmbH61169 Friedberg (Germany)+49 6031 85-0	{args: "Test license function YuMiLib: Remaining days = 30!", "Please contact:", "ABB Automation GmbH", "61169 Friedberg (Germany)", "+49 6031 85-0"}
162       	I   	User                	80003   	YuMiLib: Focus check successful, using Pattern_ExtraLarge	2021-03-04 20:50:27 		{args: "YuMiLib: Focus check successful, using Pattern_ExtraLarge"}
163       	I   	User                	80003   	YuMiLib: Camera Calibration complete T_ROB_R	2021-03-04 20:51:47 	Reorientation Error 0.11 mmCalibCamera Max Error = 0.19 mmCalibCamera Mean Error = 0.09 mmPattern used = Pattern_ExtraLarge	{args: "YuMiLib: Camera Calibration complete T_ROB_R", "Reorientation Error 0.11 mm", "CalibCamera Max Error = 0.19 mm", "CalibCamera Mean Error = 0.09 mm", "Pattern used = Pattern_ExtraLarge"}
353       	I   	User                	80003   	YuMiLib: Start PositionT_ROB_R          	2021-03-04 21:05:25 	MoveToHome startposition during setup: Robax: [-8.17702E-05,-130,30,-6.10923E-05,40.0004,0.000126087]Extax: [-135,9E+09,9E+09,9E+09,9E+09,9E+09]	{args: "YuMiLib: Start PositionT_ROB_R", "MoveToHome startposition during setup: ", "Robax: [-8.17702E-05,-130,30,-6.10923E-05,40.0004,0.000126087]", "Extax: [-135,9E+09,9E+09,9E+09,9E+09,9E+09]"}
354       	I   	User                	80003   	YuMiLib: Start PositionT_ROB_L          	2021-03-04 21:05:25 	MoveToHome startposition during setup: Robax: [-33.739,-141.323,-11.1545,-8.58758,81.6908,10.3607]Extax: [82.5249,9E+09,9E+09,9E+09,9E+09,9E+09]	{args: "YuMiLib: Start PositionT_ROB_L", "MoveToHome startposition during setup: ", "Robax: [-33.739,-141.323,-11.1545,-8.58758,81.6908,10.3607]", "Extax: [82.5249,9E+09,9E+09,9E+09,9E+09,9E+09]"}
402       	I   	User                	80003   	YuMiLib: Focus check successful, using Pattern_ExtraLarge	2021-03-04 22:02:55 		{args: "YuMiLib: Focus check successful, using Pattern_ExtraLarge"}
403       	I   	User                	80003   	YuMiLib: Camera Calibration complete T_ROB_R	2021-03-04 22:04:15 	Reorientation Error 0.07 mmCalibCamera Max Error = 0.22 mmCalibCamera Mean Error = 0.09 mmPattern used = Pattern_ExtraLarge	{args: "YuMiLib: Camera Calibration complete T_ROB_R", "Reorientation Error 0.07 mm", "CalibCamera Max Error = 0.22 mm", "CalibCamera Mean Error = 0.09 mm", "Pattern used = Pattern_ExtraLarge"}

Internal log messages
SeqNo     	Type	Category            	Code    	Title                                   	Date                	Description	Arguments
367       	E   	Internal            	100000  	Internal error                          	2021-03-04 21:05:25 	rapid_retcode.c 870 ERROR in rapid return code conversion unknown return code: 3500, from: rapid_exec_start_selected	{args: "rapid_retcode.c 870 ERROR in rapid return code conversion unknown return code: 3500, from: rapid_exec_start_selected"}
368       	E   	Internal            	100000  	Internal error                          	2021-03-04 21:05:25 	gk_iosystem.c 56 ERROR in gate keeper return code check return code: gk_sysorch.c[1468]: status_code: -1	{args: "gk_iosystem.c 56 ERROR in gate keeper return code check return code: gk_sysorch.c[1468]: status_code: -1"}

Process log messages
SeqNo     	Type	Category            	Code    	Title                                   	Date                	Description	Arguments
119       	E   	Process             	112755  	Hand not calibrated                     	2021-03-04 20:49:13 	Task: T_ROB_LHand_ L is not calibrated. Context:/YuMiLibStartApp/StartYuMiLibProc/StartYuMiLibProc/0	{args: "T_ROB_L", "L", "/YuMiLibStartApp/StartYuMiLibProc/StartYuMiLibProc/0"}
145       	E   	Process             	112755  	Hand not calibrated                     	2021-03-04 20:49:29 	Task: T_ROB_LHand_ L is not calibrated. Context:/YuMiLibStartApp/StartYuMiLibProc/StartYuMiLibProc/0	{args: "T_ROB_L", "L", "/YuMiLibStartApp/StartYuMiLibProc/StartYuMiLibProc/0"}
184       	E   	Process             	112755  	Hand not calibrated                     	2021-03-04 20:54:44 	Task: T_ROB_LHand_ L is not calibrated. Context:/YuMiLibStartApp/StartYuMiLibProc/StartYuMiLibProc/0	{args: "T_ROB_L", "L", "/YuMiLibStartApp/StartYuMiLibProc/StartYuMiLibProc/0"}
